rv	tajimas_d	bgc_related
Rv1022	-1.69234729791	False
Rv1016c	-1.28979859725	False
Rv1244	-1.63426645527	False
Rv1235	-1.78857066551	False
Rv1228	-1.38985057934	False
Rv0011c	-1.55481535251	False
Rv1931c	-1.93434895468	False
Rv2553c	-1.46105140168	False
Rv2458	-1.44422706154	False
Rv3372	-1.84962759281	False
Rv2006	-2.39254405472	False
Rv2311	-1.648729975	False
Rv2312	-1.26921386711	False
Rv3815c	-0.600310716095	True
Rv2364c	-1.85239757083	True
Rv1628c	-1.65239859979	False
Rv3671c	-0.381580017427	False
Rv2082	-1.05855025347	False
Rv2804c	-0.0489219043666	False
Rv2083	-1.63429937396	False
Rv2798c	-1.08147996858	False
Rv2348c	-1.25788149221	False
Rv0093c	-1.71809126589	True
Rv1729c	-1.42312816691	False
Rv2159c	-1.65649280769	False
Rv2183c	-1.07428667316	False
Rv2031c	-1.41364026995	True
Rv3011c	-2.05870353684	False
Rv3009c	-1.54654920743	False
Rv3012c	-0.792913864593	False
Rv0670	-1.25220825588	False
Rv2387	-1.60141336705	True
Rv1023	-0.198941290998	False
Rv0695	-1.42787565273	True
Rv3762c	-2.22827960862	False
Rv2260	-0.364483315609	False
Rv2286c	-1.00801415357	False
Rv2263	-1.40936750602	False
Rv2175c	-1.40890866479	False
Rv2358	-1.28057055433	True
Rv3493c	-1.08305621146	False
Rv1960c	-1.08147996353	False
Rv2142A	-0.792913864593	False
Rv1636	-1.51778559453	False
Rv0756c	-1.36153500296	False
Rv0022c	-1.6523986037	False
Rv3375	-1.51942249628	False
Rv1672c	-1.35101332427	True
Rv3862c	-1.87285968408	False
Rv1794	-1.6523986037	False
Rv2888c	-1.71992113721	False
Rv3260c	-0.792913864593	False
Rv2135c	-0.792913831916	False
Rv2418c	-1.28057055433	False
Rv1029	-1.79221632725	False
Rv1031	-1.27028837299	False
Rv1030	-2.06470196684	False
Rv1027c	-0.299140045981	False
Rv1028c	-1.54156051796	False
Rv1383	-0.763639954131	True
Rv0503c	-1.65607030152	False
Rv3392c	-1.53019002028	True
Rv1158c	-1.27185830067	False
Rv3072c	-1.36213539657	False
Rv1062	-1.5383109468	False
Rv1061	-1.91119498811	False
Rv1060	-1.538290179	False
Rv1066	-1.04586930305	False
Rv1065	-1.37581046913	False
Rv3176c	-1.5532691724	False
Rv2460c	-1.06710580139	False
Rv1398c	-1.28057054869	False
Rv0776c	-1.61596632663	False
Rv1001	-1.91818219602	False
Rv0255c	-1.48695047832	False
Rv1203c	-1.06003520221	False
Rv1084	-1.93316255929	False
Rv1086	-0.611044225289	False
Rv1083	-1.06710580139	False
Rv0860	-1.90800777413	False
Rv1486c	-1.47518855711	False
Rv1175c	-1.68658864983	False
Rv3402c	-1.44235543049	True
Rv0113	-1.95170186422	False
Rv0114	-1.73220661596	False
Rv0939	-2.1741243708	False
Rv1309	-1.69588615425	False
Rv2309A	-1.07428667316	False
Rv2029c	-1.48914343597	True
Rv1894c	-1.86033404179	False
Rv3641c	-1.26354526295	False
Rv2955c	-1.82151092231	True
Rv1401	-0.578468108886	False
Rv2857c	-1.37661715727	False
Rv1404	-0.57523391823	False
Rv2680	-1.26922323185	False
Rv0062	-2.14204258396	False
Rv2245	-1.19043689045	False
Rv2040c	-1.65261467827	True
Rv1655	-1.80709963621	True
Rv0227c	-1.78633143454	False
Rv1339	-1.52177952901	False
Rv1337	-1.56916711177	False
Rv1333	-1.39180666116	False
Rv1332	-1.51819456075	False
Rv1331	-1.07428667316	False
Rv1826	0.363383473409	False
Rv2690c	-1.93557368254	False
Rv1832	-1.79835603985	False
Rv0688	-1.52313974094	True
Rv3102c	-0.362075884667	False
Rv3470c	-1.5618321586	False
Rv0681	-1.56574906907	False
Rv2748c	-2.06594234389	False
Rv0686	-1.72861042624	True
Rv0687	-1.53830793863	True
Rv1535	-1.52593028373	True
Rv1534	-1.28162826739	True
Rv3167c	-1.66287600757	False
Rv1531	-1.61581162224	True
Rv1533	-1.5465487213	True
Rv0510	-1.3574039709	False
Rv0331	-1.93421374684	False
Rv0332	-1.71908673182	False
Rv0333	-0.750831625401	False
Rv2150c	-1.08147359838	False
Rv3101c	-1.3851683502	False
Rv0110	-1.54241255604	True
Rv0111	-1.58059331184	True
Rv1836c	-2.28184928705	False
Rv0046c	-1.58630320394	False
Rv2902c	-1.68582413703	False
Rv3557c	-1.08147996858	False
Rv2719c	-0.149187228138	False
Rv0412c	-0.682768397292	True
Rv2319c	-1.62310110309	False
Rv1593c	-1.69564032461	False
Rv1010	-1.63774324183	False
Rv0365c	-1.56857825552	False
Rv0330c	-1.60130555615	False
Rv0938	-1.88832339871	False
Rv2878c	0.346868222893	False
Rv3014c	-2.07998540686	False
Rv0752c	-1.66616286028	False
Rv3731	-1.0801492864	False
Rv3221c	-1.43583859009	False
Rv2897c	-2.2637872083	False
Rv1423	-1.84437151309	False
Rv0205	-1.71226884288	False
Rv0603	-1.06008819808	False
Rv0200	-1.4231199244	False
Rv2343c	-1.01640220003	False
Rv0203	-1.63421916241	False
Rv0634B	-0.792913853069	False
Rv2057c	0.969491305497	True
Rv0209	-1.5117054484	False
Rv1694	-1.92661372778	False
Rv0436c	-0.576568742104	False
Rv3208A	-1.54240898437	False
Rv1299	-1.25227690785	False
Rv3105c	-1.71538703655	False
Rv2689c	-1.95146955273	False
Rv0043c	-1.57412428739	False
Rv3248c	-1.37576294873	False
Rv3674c	-0.760627225227	False
Rv0432	-0.792913861915	False
Rv3846	-1.72863917271	False
Rv0964c	-1.24096925641	False
Rv3575c	-1.72530303983	False
Rv0926c	-1.71211116176	False
Rv0117	-1.34173338198	False
Rv0245	0.233797671942	False
Rv3922c	-1.51352766987	False
Rv2023c	-0.996206372078	False
Rv2837c	-0.790075708972	False
Rv0346c	-1.64140253343	False
Rv3309c	-1.0072564713	False
Rv1191	-1.92782398815	False
Rv3029c	-1.44833878798	False
Rv0269c	-1.93177203129	False
Rv3495c	-1.38875928593	False
Rv2357c	-1.26356488103	True
Rv0593	-1.47363029535	False
Rv1970	-1.50963457591	False
Rv1690	-1.27489221072	False
Rv0173	-0.881750259883	False
Rv1418	-1.56969977662	False
Rv1541c	-1.60524360096	True
Rv1368	0.328479983226	True
Rv1411c	-1.50963376087	False
Rv1343c	-1.56879296639	False
Rv1252c	-1.25786686971	False
Rv1274	-1.03850655086	False
Rv1275	-1.42909421588	False
Rv1270c	-0.68480511825	False
Rv3304	-0.792913864593	False
Rv0779c	-1.73203152326	False
Rv0962c	-1.80674921341	False
Rv0483	-1.02640890807	False
Rv1656	-1.63771764177	True
Rv2717c	-1.17418252069	False
Rv0010c	-1.91577529568	False
Rv2429	-1.51834057516	False
Rv1245c	-1.39685124892	False
Rv0398c	-0.0840576416673	True
Rv3627c	-1.85514312369	False
Rv2401	-1.07428666933	True
Rv2728c	-1.71866250908	False
Rv3116	-1.84970446679	False
Rv1258c	-1.8140601189	False
Rv3206c	-2.03751251894	False
Rv0137c	-1.25243114374	False
Rv1563c	-2.17255256313	False
Rv1564c	-1.90222539311	False
Rv2596	-0.932294665532	True
Rv1562c	-1.96414566364	False
Rv3384c	-1.15706354734	False
Rv3408	-1.08147996858	False
Rv3320c	-1.08147996858	False
Rv1131	-1.55074520678	False
Rv3697c	-1.76148629908	False
Rv3068c	-1.50791853948	False
Rv3013	-1.08157702557	False
Rv0021c	-1.92323391636	False
Rv1474c	-1.40890864003	False
Rv0312	-1.93247429938	False
Rv2488c	-1.67933061023	False
Rv2604c	-1.41840202708	True
Rv1990c	-1.02409511272	False
Rv2161c	-1.48165899797	False
Rv0488	-0.76132485907	False
Rv3483c	-1.41836321254	False
Rv3411c	-0.284632529114	False
Rv1673c	-1.5051769876	True
Rv1843c	-1.75548972732	False
Rv1735c	-1.28996516412	False
Rv1735a	-0.793433293742	False
Rv1940	-1.85798663294	False
Rv3605c	-1.22413977925	False
Rv1415	-1.24096925531	False
Rv2395A	-0.792913864593	True
Rv2395B	-1.05993735328	True
Rv2302	-0.785765832048	False
Rv3300c	-1.84407501733	False
Rv2305	-1.68578949182	False
Rv1958c	-1.42311993293	False
Rv3045	-1.73467844504	False
Rv0761c	-1.63774985961	False
Rv1862	-1.85520049271	False
Rv3130c	-1.88329233821	False
Rv3705c	-1.78630674034	False
Rv3088	-1.4166218041	False
Rv3086	-1.64367327971	False
Rv0484c	-1.51354884989	False
Rv0438c	-1.96106022576	False
Rv0493c	-1.20170791998	False
Rv3589	-1.88082156238	False
Rv0019c	-1.64142155894	False
Rv0930	-1.2921443875	False
Rv1273c	-1.87774987526	False
Rv0487	-1.59381631628	False
Rv3024c	-1.35728065644	False
Rv2275	-1.79272279307	True
Rv1976c	-1.27489221072	False
Rv2273	-1.12753719773	True
Rv2272	-0.795831090106	True
Rv2271	-1.08527518457	True
Rv3647c	-1.2578422166	False
Rv0891c	-1.80665471568	False
Rv1929c	-1.94424659317	False
Rv2112c	-1.8991029613	False
Rv1367c	-1.49152247499	True
Rv3705A	-1.1088080155	False
Rv1785c	0.00373468565734	False
Rv3536c	-1.11843748113	False
Rv3121	-1.53064754864	False
Rv1880c	-1.24104199013	False
Rv3570c	-1.44427865446	False
Rv3567c	0.496407386719	False
Rv1777	-1.7177019185	False
Rv2041c	-2.03775181303	True
Rv2451	-1.27489220709	False
Rv3909	-2.04527939852	False
Rv0558	-1.28057055433	False
Rv0115	-1.06998436519	False
Rv0157A	-0.792913864593	False
Rv0555	-1.91128814712	False
Rv2858c	-1.60340245107	False
Rv0768	-1.54768186385	False
Rv0553	-1.63417803518	False
Rv2050	-0.792913861712	True
Rv2054	-1.64506154471	True
Rv1402	-2.13561009864	False
Rv0949	-2.10454215617	False
Rv3198c	-2.16256299114	False
Rv1220c	-1.43263601547	False
Rv1682	-2.00631820254	True
Rv0150c	-0.793275482122	False
Rv2415c	-1.9586546562	False
Rv3499c	-0.792913864593	False
Rv3863	-1.60016278312	False
Rv1661	-2.31216890549	True
Rv0975c	-1.80062885606	False
Rv0143c	-2.24049754859	False
Rv1635c	-1.91891139002	False
Rv1527c	-2.35497293415	True
Rv3807c	-1.57578703901	True
Rv2052c	-1.73492015822	True
Rv2064	-1.0751711134	True
Rv0873	-2.01468127002	False
Rv0407	-0.674951790325	True
Rv1679	-1.72872726558	True
Rv3364c	-1.0456002092	False
Rv1431	-1.43189466878	False
Rv1432	-1.64883220297	False
Rv1433	-1.26921386056	False
Rv0433	-1.72863917271	False
Rv0431	-1.63046353508	False
Rv0430	2.20397917552	False
Rv0434	-1.56901491704	False
Rv2698	-0.946330486424	False
Rv2172c	-1.52588741694	False
Rv0867c	-2.1654011473	False
Rv1009	-1.73188024504	False
Rv1884c	-1.02442461879	False
Rv2389c	-1.37114622664	True
Rv2450c	-0.941553300959	False
Rv2409c	-0.771836310158	False
Rv2452c	-1.36163375757	False
Rv1341	-1.42788443795	False
Rv3491	-1.58677096865	False
Rv2443	-1.01825606533	False
Rv1215c	-2.11002016229	False
Rv0697	-0.715802160485	True
Rv0696	-1.57150748842	True
Rv1070c	-1.25787679421	False
Rv0694	-1.58323876047	True
Rv0693	-1.90862224973	True
Rv0692	-1.2521984506	True
Rv0963c	-1.8608345941	False
Rv0632c	-0.792913864593	False
Rv0420c	-1.53006692452	True
Rv0222	-1.16361229984	False
Rv0905	-1.40887574928	False
Rv0971c	0.10991920477	False
Rv0699	-0.373649663185	True
Rv0698	-1.01161440823	True
Rv0326	-0.901092429733	False
Rv0325	0.9443085597	False
Rv0324	-0.588378811694	False
Rv3142c	-0.771930584833	False
Rv0320	-1.63043183128	False
Rv2910c	-1.08073727523	False
Rv0925c	-1.5012247265	False
Rv0328	-1.43275188314	False
Rv1500	-2.02278491483	False
Rv1501	-1.49857660825	False
Rv1502	-1.66983644811	False
Rv0058	-1.992915226	False
Rv3281	-1.29329292127	False
Rv1509	-1.55481525434	False
Rv1847	1.00107221619	False
Rv1797	-2.06051652136	False
Rv3882c	-1.33603814941	False
Rv0292	-1.93177675553	False
Rv2876	-1.08147996454	False
Rv0106	-1.95384800634	True
Rv1051c	-1.7152578955	False
Rv0102	-2.20577281402	True
Rv0100	-0.792913864593	True
Rv1571	-1.13769032637	False
Rv1498A	-1.33862581316	False
Rv0634A	-0.782365978665	False
Rv1153c	-1.78262086413	False
Rv0467	-1.21605631821	False
Rv2281	-2.1120447729	True
Rv1855c	-1.82259429731	False
Rv1842c	-1.97890768372	False
Rv0168	-1.9388697731	False
Rv0167	-1.83577105791	False
Rv0745	0.967267042831	False
Rv0210	-1.44463053295	False
Rv0253	-1.24091041347	False
Rv0216	-1.73192076294	False
Rv2976c	-1.29763346107	False
Rv1860	-1.75222555851	False
Rv2907c	-1.01701362793	False
Rv0219	-0.743807646031	False
Rv0218	-1.69289425096	False
Rv3078	-1.17298162179	False
Rv0995	-0.956898048791	False
Rv0406c	-1.32210433647	True
Rv2898c	-1.38984224639	False
Rv2267c	-1.82694918707	True
Rv2771c	-1.2130777003	False
Rv3272	-1.39462333164	False
Rv2760c	-1.23534954779	False
Rv0370c	-1.96696607904	False
Rv1249c	-1.6052294488	False
Rv2595	-0.740302421092	True
Rv3472	-1.37769265416	False
Rv1429	-1.5075688137	False
Rv0135c	-1.42311993545	False
Rv3479	-2.35684851793	False
Rv2882c	-1.44878435923	False
Rv3193c	-2.41327424489	False
Rv0032	-1.30445953917	False
Rv3580c	-1.52182936127	False
Rv1138c	-1.9442798107	False
Rv1082	-1.41836364624	False
Rv3311	-1.60143239413	False
Rv1143	-1.64505518112	False
Rv0823c	-1.84734424833	False
Rv0273c	-1.31747992844	False
Rv2896c	-1.91126486809	False
Rv2274c	-0.567261815076	True
Rv2821c	-1.62675375142	False
Rv1744c	-1.64698241634	False
Rv0638	-1.48492105919	False
Rv1968	-1.37883067455	False
Rv0379	-0.793303499072	False
Rv2776c	-1.79158735039	False
Rv1967	-1.62070075135	False
Rv2404c	-1.81420215925	False
Rv2992c	-1.74670365507	False
Rv0492c	-1.61862729145	False
Rv1364c	-1.51767842314	True
Rv1236	-1.40890866479	False
Rv3318	-1.61205299291	False
Rv2614A	-0.792913864593	False
Rv3809c	-1.35728068082	True
Rv3000	-1.38994932863	False
Rv3312A	-1.40885506765	False
Rv3008	-1.62675376209	False
Rv0492A	-1.25794369982	False
Rv3588c	-0.792913864593	False
Rv3232c	-1.52187222806	False
Rv1284	-1.07428667316	False
Rv0447c	-1.42699910483	False
Rv1540	-1.72862201964	True
Rv2221c	-1.8179474027	False
Rv2918c	-2.07985150499	True
Rv2925c	-1.36658754245	True
Rv2423	-1.91378930023	False
Rv3312b	-1.08147996858	False
Rv3312c	-1.51767842757	False
Rv2564	-0.421625202376	False
Rv0890c	-1.87262622672	False
Rv3036c	-1.69588043844	False
Rv3626c	-1.68927704487	False
Rv0162c	-2.00340996197	False
Rv3214	-1.30053432035	False
Rv0489	-1.06708095713	False
Rv0414c	-1.5549266829	True
Rv2444c	-1.84958480953	False
Rv0790c	-1.30940171895	False
Rv0751c	-1.54250961839	False
Rv0753c	-2.04177515959	False
Rv3859c	-2.37889756581	False
Rv2774c	-1.0742862582	False
Rv0602c	-1.24096887518	False
Rv0936	-1.80978371431	False
Rv0994	-1.73454230869	False
Rv1532c	1.27675042178	True
Rv2738c	-0.585417455766	False
Rv0650	-1.55524672419	False
Rv3646c	-1.82575613417	False
Rv0853c	-1.947837832	False
Rv0634c	-1.55067870774	False
Rv1613	-1.63122625295	False
Rv3861	-1.72211642105	False
Rv3860	-2.09758281347	False
Rv3498c	-1.30321316584	False
Rv3497c	-0.78254641851	False
Rv3496c	-1.73522521333	False
Rv3378c	-2.22703001361	False
Rv3494c	-2.1551449717	False
Rv2191	-1.98117096645	False
Rv2192c	-1.48118789432	False
Rv1609	-1.8116052646	False
Rv2008c	-2.03969457756	False
Rv2439c	-0.993940513976	False
Rv2824c	-1.79160553246	False
Rv2922c	-2.04326734208	True
Rv2206	-1.69602324823	False
Rv0894	-1.86069612398	False
Rv3047c	-0.0579325301341	False
Rv2209	-1.97571698079	False
Rv3733c	-1.54241256265	False
Rv2554c	-1.26932929883	False
Rv3910	-2.17351883145	False
Rv3912	-1.98343708047	False
Rv2422	-1.26921386711	False
Rv3482c	-1.3753851742	False
Rv3199c	-0.35886779087	False
Rv3432c	-2.00572635215	False
Rv1674c	-1.34724937349	True
Rv1924c	-1.6450272045	False
Rv1993c	-1.04627506501	False
Rv1734c	-1.08147996858	False
Rv1647	-1.90625074708	True
Rv2145c	-1.54240541819	False
Rv3688c	-1.19011069725	False
Rv2603c	-1.05991250432	True
Rv1648	-1.73191504588	True
Rv0774c	-1.83749685435	False
Rv0202c	-2.24977806561	False
Rv1269c	-1.28057054973	False
Rv3666c	-1.16761200345	False
Rv0669c	-2.21300082222	False
Rv2513	-1.53831162851	False
Rv3668c	-1.55481535251	False
Rv2394	-2.01791412769	True
Rv2734	-0.581825469101	False
Rv1727	-1.53002377134	False
Rv2781c	-2.11287053664	False
Rv1898	-1.26938635497	False
Rv2026c	-1.62674110912	False
Rv2731	-1.79457688484	False
Rv3604c	-1.99449655942	False
Rv2834c	-0.792913864593	False
Rv0005	-2.34764418712	False
Rv1856c	-1.40888415224	False
Rv0918	0.433624779874	False
Rv1422	-1.06709331313	False
Rv1421	-1.54654206296	False
Rv1230c	-1.9163567178	False
Rv1425	-1.9035139301	False
Rv0910	-1.42788444786	False
Rv0911	-1.27497371586	False
Rv0912	-1.08147996575	False
Rv0006	-2.17205383828	False
Rv1841c	-1.37558183873	False
Rv0077c	-1.7855723004	False
Rv0940c	-1.81280019237	False
Rv2494	0.195714122787	False
Rv1896c	-1.89086368879	False
Rv0250c	-0.792913864593	False
Rv1359	-1.42311993179	True
Rv1358	-2.24046243039	True
Rv3489	-1.07428667316	False
Rv3488	-0.79291358069	False
Rv3612c	-1.92918841684	False
Rv1069c	-2.0345094724	False
Rv2039c	-1.61951298919	True
Rv1352	-1.27489220294	False
Rv3486	-1.280570425	False
Rv3484	-1.58423190159	False
Rv1776c	-1.53837025345	False
Rv0251c	-0.782365978665	False
Rv2696c	-1.82475630995	False
Rv3649	-1.50068181197	False
Rv3645	-1.95623906124	False
Rv3178a	-1.59022071018	False
Rv1412	-0.441574843893	False
Rv2671	-1.55481535037	False
Rv1409	-1.48489260403	False
Rv2786c	-1.92920014613	False
Rv2359	-1.79762846127	True
Rv3838c	-2.11010808461	True
Rv3422c	-1.40418528851	False
Rv1239c	-1.63041280694	False
Rv1227c	-1.72304260829	False
Rv2440c	-0.779172682919	False
Rv0358	-1.62310243142	False
Rv0359	-1.4097875242	False
Rv0974c	-1.54871649265	False
Rv0904c	-1.84696687745	False
Rv2502c	-1.09938557806	False
Rv2247	-1.06720776101	False
Rv3866	-1.8551669563	False
Rv1519	-1.06766075428	True
Rv0289	-1.54654202379	False
Rv1517	-0.99300448867	True
Rv3165c	-1.4041441185	False
Rv2246	-1.72530612897	False
Rv1513	-1.64517064884	True
Rv2299c	-2.00795243617	False
Rv1444c	-1.27489211909	False
Rv3448	-1.86973869923	False
Rv1795	-1.42735324159	False
Rv3887c	-2.28420808521	False
Rv2777c	-1.80966872512	False
Rv3877	-1.96490922757	False
Rv2844	-1.55481535251	False
Rv0235c	-2.01245131041	False
Rv0176	-1.94198425739	False
Rv0177	-0.535955151308	False
Rv2843	-0.456996182458	False
Rv3358	-1.03850655086	False
Rv3357	-0.792913864593	False
Rv0773c	-1.67843660336	False
Rv2360c	-0.62310802383	True
Rv3555c	-1.70627954834	False
Rv0367c	-0.792913611363	False
Rv2866	-1.08147996858	False
Rv2865	-1.22962237635	False
Rv1246c	-1.10230065031	False
Rv3220c	-1.08662697282	False
Rv0421c	-1.25221806491	True
Rv0272c	-1.84974335164	False
Rv2822c	-0.792913825871	False
Rv3759c	-1.08619855417	False
Rv0875c	-1.16868070589	False
Rv0770	-0.620882365614	False
Rv0771	-0.44757546857	False
Rv3919c	-1.85279602813	False
Rv0775	-1.62129572642	False
Rv2636	-1.24102258643	False
Rv2400c	-0.928816964682	True
Rv2455c	-1.72904659986	False
Rv0007	-2.31201944334	False
Rv0004	-1.65993159189	False
Rv3246c	-1.24656914277	False
Rv3245c	-0.483761629948	False
Rv3263	-1.0645889497	False
Rv3464	-1.51765699418	False
Rv0334	-1.64142155894	False
Rv0211	-2.10229847099	False
Rv3267	-1.60507867779	False
Rv1240	-1.64872686931	False
Rv2959c	-1.48502895564	True
Rv3531c	-1.49380945762	False
Rv3269	-0.792913864593	False
Rv3268	-0.904331092253	False
Rv1290c	-1.79211684565	False
Rv2998	-1.4935158427	False
Rv3463	-1.83593485793	False
Rv2855	-1.06370883804	False
Rv2991	-0.946708174598	False
Rv3305c	-1.67259482318	False
Rv2997	-0.297750059225	False
Rv3854c	-2.55226029948	False
Rv2363	-1.81928469664	True
Rv0778	-1.83313664427	False
Rv0091	-1.63772132016	True
Rv2174	-1.68526004014	False
Rv3455c	-1.6600001417	False
Rv2793c	-1.52405871474	False
Rv2842c	-1.42788445871	False
Rv3855	-1.67332148008	False
Rv1560	-0.771836310158	False
Rv3202a	-1.07428666715	False
Rv3202c	-1.6070729489	False
Rv0310c	-1.72202468316	False
Rv2928	-1.55481535251	True
Rv0988	-1.54744520308	False
Rv0791c	-1.7194544843	False
Rv0329c	-1.62685333153	False
Rv3888c	-1.82636399386	False
Rv0837c	-1.81358792291	False
Rv2268c	-1.20479300291	True
Rv1909c	-1.11886522633	False
Rv1910c	-1.78867894689	False
Rv2614c	-1.74762073028	False
Rv1692	-1.41837935193	False
Rv2462c	-1.84689252622	False
Rv2386a	0.145410764857	True
Rv2218	-1.67321228782	False
Rv3542c	-1.4041112286	False
Rv0919	-1.25787679421	False
Rv0649	-1.42369185016	False
Rv2264c	-1.24655083234	False
Rv3853	-0.793043533049	False
Rv0307c	-0.280020691649	False
Rv3070	-1.26362662758	False
Rv3071	-1.7288440436	False
Rv3076	-1.63417107345	False
Rv3074	-1.96355593197	False
Rv0525	-1.84960917632	False
Rv1781c	-2.22202511056	False
Rv2864c	-1.1832190004	False
Rv0646c	-1.55067862525	False
Rv2477c	-1.7088352902	False
Rv1819c	-1.37096161044	False
Rv0427c	-1.64698240605	False
Rv0585c	-1.84679344811	False
Rv0528	-1.98035395375	False
Rv1101c	-1.55067870774	False
Rv1204c	-2.0043998728	False
Rv1354c	-1.96263944528	False
Rv0337c	-1.62674109991	False
Rv2284	-1.28057028712	True
Rv2223c	-2.11954438122	False
Rv2667	-1.41837581045	False
